country,year,record,crop_land,grazing_land,fishing_ground,built_up_land,forest_land
Afghanistan,1993,Biocapacity per capita,0.27,0.4,0,0.02,0.04
Afghanistan,1994,Biocapacity per capita,0.27,0.37,0,0.02,0.03
Afghanistan,1995,Biocapacity per capita,0.25,0.35,0,0.02,0.03
Afghanistan,1996,Biocapacity per capita,0.25,0.34,0,0.02,0.03
Afghanistan,1997,Biocapacity per capita,0.26,0.33,0,0.02,0.03
Afghanistan,1998,Biocapacity per capita,0.27,0.32,0,0.03,0.03
Afghanistan,1999,Biocapacity per capita,0.24,0.31,0,0.02,0.03
Afghanistan,2000,Biocapacity per capita,0.15,0.3,0,0.01,0.03
Afghanistan,2001,Biocapacity per capita,0.15,0.29,0,0.01,0.03
Afghanistan,2002,Biocapacity per capita,0.23,0.27,0,0.02,0.02
Afghanistan,2003,Biocapacity per capita,0.26,0.26,0,0.03,0.02
Afghanistan,2004,Biocapacity per capita,0.19,0.25,0,0.02,0.02
Afghanistan,2005,Biocapacity per capita,0.28,0.24,0,0.04,0.02
Afghanistan,2006,Biocapacity per capita,0.23,0.23,0,0.03,0.02
Afghanistan,2007,Biocapacity per capita,0.28,0.22,0,0.04,0.02
Afghanistan,2008,Biocapacity per capita,0.18,0.22,0,0.02,0.02
Afghanistan,2009,Biocapacity per capita,0.29,0.21,0,0.04,0.02
Afghanistan,2010,Biocapacity per capita,0.26,0.21,0,0.04,0.02
Afghanistan,2011,Biocapacity per capita,0.19,0.2,0,0.03,0.02
Afghanistan,2012,Biocapacity per capita,0.25,0.19,0,0.04,0.02
Afghanistan,2013,Biocapacity per capita,0.25,0.19,0,0.04,0.01
Afghanistan,2014,Biocapacity per capita,0.25,0.18,0,0.04,0.01
Afghanistan,1961,Biocapacity,4990784.71,6212850.07,0,272261.56,654431.07
Afghanistan,1962,Biocapacity,4819342.7,6198309.3,0,265966.85,654727.7
Afghanistan,1963,Biocapacity,4546810.55,6177352.53,0,254330.29,654146.51
Afghanistan,1964,Biocapacity,4803261.01,6164070.71,0,272036.13,654075.17
Afghanistan,1965,Biocapacity,4985019.13,6142077.27,0,288256.28,654780.52
Afghanistan,1966,Biocapacity,4569370.3,6139992.01,0,268602.52,655939.15
Afghanistan,1967,Biocapacity,5028797.39,6122107.78,0,299512.5,655971.99
Afghanistan,1968,Biocapacity,5065635.85,6110024.9,0,308395.03,654264.32
Afghanistan,1969,Biocapacity,5398558.52,6067441.34,0,335732.81,620543.23
Afghanistan,1970,Biocapacity,4746382.27,6080025.97,0,302185.54,619997.72
Afghanistan,1971,Biocapacity,4283451.99,6070592.98,0,278820.94,619962.02
Afghanistan,1972,Biocapacity,5131007.55,6091433.66,0,342463.18,620127.63
Afghanistan,1973,Biocapacity,5523914.45,6054132.64,0,378210.36,621070.01
Afghanistan,1974,Biocapacity,5657155.39,6074799.28,0,396773.38,620253
Afghanistan,1975,Biocapacity,5988595.51,6071615.02,0,429139.29,620537.64
Afghanistan,1976,Biocapacity,5919545.07,6063917.79,0,432565.14,620513.6
Afghanistan,1977,Biocapacity,5355464.47,6091870.61,0,398113.25,620566.05
Afghanistan,1978,Biocapacity,5497164.53,6100978.36,0,413844.32,619583.73
Afghanistan,1979,Biocapacity,5449735.6,6111346.69,0,412208.94,619754.81
Afghanistan,1980,Biocapacity,5181494.82,6110994.52,0,389799.16,616710.59
Afghanistan,1981,Biocapacity,4989676.48,6122720.94,0,369091.7,616954.67
Afghanistan,1982,Biocapacity,4769462.61,6089465.06,0,343803.41,617597.13
Afghanistan,1983,Biocapacity,4583146.15,6074307.72,0,320255.74,617723.86
Afghanistan,1984,Biocapacity,4408569.52,6035026.95,0,298860.39,617344.47
Afghanistan,1985,Biocapacity,4346237,6003417.41,0,287659.46,616412.8
Afghanistan,1986,Biocapacity,4070824.83,5961900.74,0,264993.8,614713.14
Afghanistan,1987,Biocapacity,4500405.06,5955141.83,0,290695.38,614678.54
Afghanistan,1988,Biocapacity,3924816.13,5943482.42,0,254520.41,614706.88
Afghanistan,1989,Biocapacity,3739517.08,5936908.27,0,247462.08,614441.02
Afghanistan,1990,Biocapacity,3527305.15,5948175.37,0,242653.14,611918.03
Afghanistan,1991,Biocapacity,3733014.54,5939220.21,0,272503.56,612473.59
Afghanistan,1992,Biocapacity,3546899.39,5993946.76,0,278276.57,620546.97
Afghanistan,1993,Biocapacity,4021176.71,5990609.4,0,344362.53,622002.76
Afghanistan,1994,Biocapacity,4344693.42,5979600.42,0,404479.12,622669.25
Afghanistan,1995,Biocapacity,4322491.02,5962231.12,0,428589.52,622385.24
Afghanistan,1996,Biocapacity,4438887.65,5954656.52,0,458801.88,623732.39
Afghanistan,1997,Biocapacity,4828465.36,5952962.78,0,512324.98,623185.92
Afghanistan,1998,Biocapacity,5176758.15,5953951.28,0,558301.54,623021.62
Afghanistan,1999,Biocapacity,4612768.29,5955914.54,0,519160.43,622256.19
Afghanistan,2000,Biocapacity,3097543.5,5962970.06,0,360774.12,622084.51
Afghanistan,2001,Biocapacity,3275475.22,5972354.55,0,397554.72,621509.61
Afghanistan,2002,Biocapacity,5027027.78,5972377.05,0,638553.77,622390.82
Afghanistan,2003,Biocapacity,5960519.46,5944777.89,0,777339.11,619970.15
Afghanistan,2004,Biocapacity,4632111.74,5934287.87,0,630654.57,619241.72
Afghanistan,2005,Biocapacity,6993208.25,5906002.49,0,988703.44,618403.45
Afghanistan,2006,Biocapacity,5937522.13,5894298.23,0,866412.83,619613.92
Afghanistan,2007,Biocapacity,7416770.21,5887522.29,0,1112093.63,618420.13
Afghanistan,2008,Biocapacity,5001590.47,5904000.15,0,768822.23,617461.47
Afghanistan,2009,Biocapacity,7948431.24,5930948.9,0,1253048.57,614796.21
Afghanistan,2010,Biocapacity,7484733.41,5914007.52,0,1212687.64,615510.19
Afghanistan,2011,Biocapacity,5733897.43,5881608.19,0,957033.96,614526.05
Afghanistan,2012,Biocapacity,7616482.87,5878074.08,0,1311912.66,612450.96
Afghanistan,2013,Biocapacity,7700979.39,5899443.91,0,1369109.53,610710.67
Afghanistan,2014,Biocapacity,7960359.55,5914984.1,0,1458818.87,608523.33
Afghanistan,1961,Footprint of Consumption per capita,0.53,0.52,0,0.02,0.11
Afghanistan,1962,Footprint of Consumption per capita,0.5,0.5,0,0.02,0.12
Afghanistan,1963,Footprint of Consumption per capita,0.47,0.56,0,0.02,0.12
Afghanistan,1964,Footprint of Consumption per capita,0.49,0.55,0,0.02,0.14
Afghanistan,1965,Footprint of Consumption per capita,0.5,0.57,0,0.02,0.14
Afghanistan,1966,Footprint of Consumption per capita,0.45,0.55,0,0.02,0.15
Afghanistan,1967,Footprint of Consumption per capita,0.49,0.53,0,0.02,0.15
Afghanistan,1968,Footprint of Consumption per capita,0.48,0.54,0,0.02,0.16
Afghanistan,1969,Footprint of Consumption per capita,0.5,0.51,0,0.03,0.15
Afghanistan,1970,Footprint of Consumption per capita,0.43,0.5,0,0.02,0.18
Afghanistan,1971,Footprint of Consumption per capita,0.42,0.48,0,0.02,0.19
Afghanistan,1972,Footprint of Consumption per capita,0.44,0.37,0,0.02,0.18
Afghanistan,1973,Footprint of Consumption per capita,0.45,0.37,0,0.03,0.18
Afghanistan,1974,Footprint of Consumption per capita,0.45,0.39,0,0.03,0.19
Afghanistan,1975,Footprint of Consumption per capita,0.46,0.41,0,0.03,0.18
Afghanistan,1976,Footprint of Consumption per capita,0.44,0.41,0,0.03,0.18
Afghanistan,1977,Footprint of Consumption per capita,0.4,0.42,0,0.03,0.19
Afghanistan,1978,Footprint of Consumption per capita,0.41,0.4,0,0.03,0.18
Afghanistan,1979,Footprint of Consumption per capita,0.42,0.39,0,0.03,0.19
Afghanistan,1980,Footprint of Consumption per capita,0.38,0.41,0,0.02,0.17
Afghanistan,1981,Footprint of Consumption per capita,0.4,0.39,0,0.02,0.18
Afghanistan,1982,Footprint of Consumption per capita,0.38,0.41,0,0.02,0.19
Afghanistan,1983,Footprint of Consumption per capita,0.37,0.38,0,0.02,0.21
Afghanistan,1984,Footprint of Consumption per capita,0.37,0.35,0,0.02,0.22
Afghanistan,1985,Footprint of Consumption per capita,0.37,0.28,0,0.02,0.24
Afghanistan,1986,Footprint of Consumption per capita,0.35,0.26,0,0.02,0.23
Afghanistan,1987,Footprint of Consumption per capita,0.42,0.29,0,0.02,0.24
Afghanistan,1988,Footprint of Consumption per capita,0.36,0.28,0,0.02,0.24
Afghanistan,1989,Footprint of Consumption per capita,0.34,0.3,0,0.02,0.23
Afghanistan,1990,Footprint of Consumption per capita,0.31,0.26,0,0.02,0.22
Afghanistan,1991,Footprint of Consumption per capita,0.3,0.23,0,0.02,0.21
Afghanistan,1992,Footprint of Consumption per capita,0.26,0.26,0,0.02,0.16
Afghanistan,1993,Footprint of Consumption per capita,0.28,0.21,0,0.02,0.16
Afghanistan,1994,Footprint of Consumption per capita,0.28,0.2,0,0.02,0.15
Afghanistan,1995,Footprint of Consumption per capita,0.27,0.2,0,0.02,0.15
Afghanistan,1996,Footprint of Consumption per capita,0.26,0.23,0,0.02,0.14
Afghanistan,1997,Footprint of Consumption per capita,0.28,0.24,0,0.02,0.14
Afghanistan,1998,Footprint of Consumption per capita,0.28,0.26,0,0.03,0.14
Afghanistan,1999,Footprint of Consumption per capita,0.25,0.3,0,0.02,0.13
Afghanistan,2000,Footprint of Consumption per capita,0.22,0.27,0,0.01,0.13
Afghanistan,2001,Footprint of Consumption per capita,0.24,0.21,0,0.01,0.13
Afghanistan,2002,Footprint of Consumption per capita,0.3,0.24,0,0.02,0.13
Afghanistan,2003,Footprint of Consumption per capita,0.31,0.22,0,0.03,0.12
Afghanistan,2004,Footprint of Consumption per capita,0.24,0.22,0,0.02,0.12
Afghanistan,2005,Footprint of Consumption per capita,0.35,0.18,0,0.04,0.12
Afghanistan,2006,Footprint of Consumption per capita,0.3,0.18,0,0.03,0.13
Afghanistan,2007,Footprint of Consumption per capita,0.35,0.16,0,0.04,0.14
Afghanistan,2008,Footprint of Consumption per capita,0.27,0.21,0,0.02,0.16
Afghanistan,2009,Footprint of Consumption per capita,0.37,0.18,0,0.04,0.19
Afghanistan,2010,Footprint of Consumption per capita,0.33,0.21,0,0.04,0.22
Afghanistan,2011,Footprint of Consumption per capita,0.28,0.2,0,0.03,0.27
Afghanistan,2012,Footprint of Consumption per capita,0.31,0.2,0,0.04,0.24
Afghanistan,2013,Footprint of Consumption per capita,0.31,0.19,0,0.04,0.23
Afghanistan,2014,Footprint of Consumption per capita,0.31,0.18,0,0.04,0.22
Afghanistan,1961,Footprint of Consumption,4938657.65,4840614.13,485.34,272261.56,1050758.32
Afghanistan,1962,Footprint of Consumption,4731323.8,4727827.18,484.18,265966.85,1133543.81
Afghanistan,1963,Footprint of Consumption,4527084.22,5391116.47,482.59,254330.29,1203272.2
Afghanistan,1964,Footprint of Consumption,4826573.57,5402100.22,481.43,272036.13,1364543.69
Afghanistan,1965,Footprint of Consumption,5037512.42,5692045.78,479.8,288256.28,1469092.56
Afghanistan,1966,Footprint of Consumption,4632613.31,5586277.68,479.66,268602.52,1578818.69
Afghanistan,1967,Footprint of Consumption,5174507.25,5597486.12,637.28,299512.5,1656379.47
Afghanistan,1968,Footprint of Consumption,5135532.07,5735883.01,636.09,308395.03,1702129.64
Afghanistan,1969,Footprint of Consumption,5500119,5551404.62,631.69,335732.81,1715254.88
Afghanistan,1970,Footprint of Consumption,4849065.66,5629029,632.91,302185.54,2056026.14
Afghanistan,1971,Footprint of Consumption,4806798.54,5550517.18,789.57,278820.94,2227518.98
Afghanistan,1972,Footprint of Consumption,5269641.65,4388556.87,792.48,342463.18,2113295.48
Afghanistan,1973,Footprint of Consumption,5445830.3,4528655.86,788.44,378210.36,2170686.71
Afghanistan,1974,Footprint of Consumption,5545314.95,4876177.97,790.71,396773.38,2353431.24
Afghanistan,1975,Footprint of Consumption,5894458.52,5181558.82,947.86,429139.29,2379060.45
Afghanistan,1976,Footprint of Consumption,5761107.4,5322555.11,946.39,432565.14,2347644.03
Afghanistan,1977,Footprint of Consumption,5276392.74,5553043.47,950.85,398113.25,2587168.33
Afghanistan,1978,Footprint of Consumption,5500224.29,5350925.75,993.23,413844.32,2467617.71
Afghanistan,1979,Footprint of Consumption,5657888.31,5215670.89,954.87,412208.94,2537799.12
Afghanistan,1980,Footprint of Consumption,5116105.03,5419627.78,1114.34,389799.16,2337572.03
Afghanistan,1981,Footprint of Consumption,5203662.01,5161152.27,1115.21,369091.7,2423668.57
Afghanistan,1982,Footprint of Consumption,4895832.28,5202684.88,1109.39,343803.41,2429243.89
Afghanistan,1983,Footprint of Consumption,4620918.22,4775686.77,1264.39,320255.74,2595026.68
Afghanistan,1984,Footprint of Consumption,4424808.8,4187493.08,1318.54,298860.39,2677457.73
Afghanistan,1985,Footprint of Consumption,4352978.65,3343189.96,1310.05,287659.46,2820809.81
Afghanistan,1986,Footprint of Consumption,4115431.26,3065982.88,1373.13,264993.8,2734796.16
Afghanistan,1987,Footprint of Consumption,4784133.67,3332743.6,1717.52,290695.38,2799525.9
Afghanistan,1988,Footprint of Consumption,4133877.33,3201931.66,1566.66,254520.41,2766801.66
Afghanistan,1989,Footprint of Consumption,3984254.46,3552712.86,1577.3,247462.08,2771418.21
Afghanistan,1990,Footprint of Consumption,3808703.36,3214452.49,1706.92,242653.14,2738667.14
Afghanistan,1991,Footprint of Consumption,3859652.6,3062255.92,1714.99,272503.56,2715150.74
Afghanistan,1992,Footprint of Consumption,3684134.14,3580618.05,1952.25,278276.57,2308041.32
Afghanistan,1993,Footprint of Consumption,4225584.19,3225917.26,1876.05,344362.53,2437990.96
Afghanistan,1994,Footprint of Consumption,4455222.56,3209040.03,2038.86,404479.12,2469023.3
Afghanistan,1995,Footprint of Consumption,4654997.27,3408302.1,2050.15,428589.52,2536659.71
Afghanistan,1996,Footprint of Consumption,4717504.51,4089189.12,2023.46,458801.88,2604146.08
Afghanistan,1997,Footprint of Consumption,5114894.52,4498271.95,1959.19,512324.98,2617683.84
Afghanistan,1998,Footprint of Consumption,5344546.2,4852347.6,1895.29,558301.54,2676968.65
Afghanistan,1999,Footprint of Consumption,4938617.53,5889034.26,1915.1,519160.43,2664795.61
Afghanistan,2000,Footprint of Consumption,4389554.72,5408527.72,1602.06,360774.12,2608040.1
Afghanistan,2001,Footprint of Consumption,4973799.77,4365981.97,1316.08,397554.72,2699553.33
Afghanistan,2002,Footprint of Consumption,6453194.1,5222157.95,1668.49,638553.77,2812653.13
Afghanistan,2003,Footprint of Consumption,7168110.01,5141684.98,1606.11,777339.11,2865771.41
Afghanistan,2004,Footprint of Consumption,5770549.21,5274176.09,2410.08,630654.57,2878319.88
Afghanistan,2005,Footprint of Consumption,8731875.89,4468205.16,5086.15,988703.44,3105332.16
Afghanistan,2006,Footprint of Consumption,7556812.07,4713093.27,3313.31,866412.83,3352509.56
Afghanistan,2007,Footprint of Consumption,9133139.88,4289780.42,3071.2,1112093.63,3656135.5
Afghanistan,2008,Footprint of Consumption,7326012.21,5665021.3,5706.71,768822.23,4330531.25
Afghanistan,2009,Footprint of Consumption,10202885.87,4949191.51,4508.14,1253048.57,5412212.29
Afghanistan,2010,Footprint of Consumption,9426521.43,5932811.03,6837.49,1212687.64,6430144.27
Afghanistan,2011,Footprint of Consumption,8145256.94,5906117.77,8290.75,957033.96,7960857.45
Afghanistan,2012,Footprint of Consumption,9450519.01,6014243.33,4531.49,1311912.66,7283184.61
Afghanistan,2013,Footprint of Consumption,9692277.31,5846495.2,8251.06,1369109.53,7334551.48
Afghanistan,2014,Footprint of Consumption,9928419.62,5910275.54,7836.16,1458818.87,7119304.9
Albania,1961,Biocapacity per capita,0.27,0.49,0.14,0.01,0.7
Albania,1962,Biocapacity per capita,0.3,0.47,0.14,0.01,0.67
Albania,1963,Biocapacity per capita,0.26,0.45,0.13,0.01,0.65
Albania,1964,Biocapacity per capita,0.32,0.43,0.13,0.01,0.63
Albania,1965,Biocapacity per capita,0.28,0.42,0.12,0.01,0.61
Albania,1966,Biocapacity per capita,0.34,0.4,0.12,0.01,0.59
Albania,1967,Biocapacity per capita,0.35,0.39,0.12,0.01,0.57
Albania,1968,Biocapacity per capita,0.36,0.37,0.11,0.01,0.55
Albania,1969,Biocapacity per capita,0.38,0.35,0.11,0.02,0.54
Albania,1970,Biocapacity per capita,0.38,0.34,0.11,0.02,0.52
Albania,1971,Biocapacity per capita,0.37,0.31,0.11,0.02,0.51
Albania,1972,Biocapacity per capita,0.39,0.29,0.1,0.02,0.5
Albania,1973,Biocapacity per capita,0.41,0.27,0.1,0.02,0.48
Albania,1974,Biocapacity per capita,0.41,0.25,0.1,0.02,0.47
Albania,1975,Biocapacity per capita,0.41,0.22,0.1,0.02,0.38
Albania,1976,Biocapacity per capita,0.49,0.21,0.09,0.02,0.37
Albania,1977,Biocapacity per capita,0.5,0.22,0.09,0.02,0.37
Albania,1978,Biocapacity per capita,0.5,0.21,0.09,0.02,0.36
Albania,1979,Biocapacity per capita,0.5,0.21,0.09,0.02,0.35
Albania,1980,Biocapacity per capita,0.46,0.2,0.09,0.02,0.34
Albania,1981,Biocapacity per capita,0.47,0.2,0.08,0.02,0.34
Albania,1982,Biocapacity per capita,0.48,0.19,0.08,0.02,0.33
Albania,1983,Biocapacity per capita,0.54,0.19,0.08,0.03,0.33
Albania,1984,Biocapacity per capita,0.5,0.18,0.08,0.03,0.32
Albania,1985,Biocapacity per capita,0.49,0.18,0.08,0.03,0.32
Albania,1986,Biocapacity per capita,0.48,0.17,0.07,0.03,0.31
Albania,1987,Biocapacity per capita,0.47,0.16,0.07,0.03,0.3
Albania,1988,Biocapacity per capita,0.43,0.16,0.07,0.02,0.29
Albania,1989,Biocapacity per capita,0.45,0.16,0.07,0.03,0.29
Albania,1990,Biocapacity per capita,0.37,0.16,0.07,0.02,0.29
Albania,1991,Biocapacity per capita,0.21,0.16,0.07,0.01,0.29
Albania,1992,Biocapacity per capita,0.21,0.17,0.07,0.01,0.29
Albania,1993,Biocapacity per capita,0.3,0.17,0.07,0.02,0.3
Albania,1994,Biocapacity per capita,0.3,0.17,0.07,0.02,0.3
Albania,1995,Biocapacity per capita,0.31,0.17,0.07,0.02,0.3
Albania,1996,Biocapacity per capita,0.25,0.18,0.07,0.01,0.3
Albania,1997,Biocapacity per capita,0.29,0.18,0.07,0.01,0.3
Albania,1998,Biocapacity per capita,0.31,0.18,0.07,0.02,0.3
Albania,1999,Biocapacity per capita,0.26,0.18,0.07,0.01,0.3
Albania,2000,Biocapacity per capita,0.28,0.18,0.07,0.01,0.3
Albania,2001,Biocapacity per capita,0.26,0.18,0.07,0.01,0.3
Albania,2002,Biocapacity per capita,0.27,0.18,0.07,0.02,0.3
Albania,2003,Biocapacity per capita,0.25,0.18,0.07,0.02,0.3
Albania,2004,Biocapacity per capita,0.27,0.18,0.07,0.02,0.3
Albania,2005,Biocapacity per capita,0.27,0.18,0.07,0.02,0.3
Albania,2006,Biocapacity per capita,0.27,0.18,0.07,0.02,0.3
Albania,2007,Biocapacity per capita,0.27,0.18,0.07,0.02,0.31
Albania,2008,Biocapacity per capita,0.32,0.21,0.07,0.03,0.31
Albania,2009,Biocapacity per capita,0.34,0.22,0.08,0.03,0.31
Albania,2010,Biocapacity per capita,0.36,0.22,0.08,0.03,0.31
Albania,2011,Biocapacity per capita,0.36,0.22,0.08,0.03,0.32
Albania,2012,Biocapacity per capita,0.4,0.22,0.08,0.04,0.31
Albania,2013,Biocapacity per capita,0.37,0.22,0.08,0.03,0.31
Albania,2014,Biocapacity per capita,0.39,0.21,0.08,0.03,0.31
Albania,1961,Biocapacity,468048.69,835705.76,248401.8,25025.79,1187359.65
Albania,1962,Biocapacity,527379.5,827535.86,247820.43,28497.47,1181411.65
Albania,1963,Biocapacity,475806.25,819472.45,246982.54,25987.02,1171105.19
Albania,1964,Biocapacity,596029.25,810299.25,246451.5,33044.44,1162646.4
Albania,1965,Biocapacity,538705.25,799682.39,245572.16,29440.2,1160193.49
Albania,1966,Biocapacity,669981.45,790156.1,245488.79,36331.21,1157604.9
Albania,1967,Biocapacity,708626.02,780776.33,244773.74,38261.96,1153021.06
Albania,1968,Biocapacity,751898.38,766363.29,244290.65,40591.37,1144463.79
Albania,1969,Biocapacity,801164.92,745815.19,242588.07,43072.47,1140759.11
Albania,1970,Biocapacity,822460.39,733338.42,243091.23,44190.38,1136061.77
Albania,1971,Biocapacity,825029.54,697543.41,242714.08,44550.93,1138767.08
Albania,1972,Biocapacity,883566.47,666378.97,243547.33,47661.93,1130756.9
Albania,1973,Biocapacity,950732.4,628343.46,242055.96,51392.52,1128774.35
Albania,1974,Biocapacity,975793.83,596719.23,242882.26,52445.44,1123593.43
Albania,1975,Biocapacity,990615,550810.92,242754.94,53516.1,935524.97
Albania,1976,Biocapacity,1223623.74,528233,242447.19,64961.56,935488.73
Albania,1977,Biocapacity,1283516.86,556876.62,243564.8,68877.26,936492.27
Albania,1978,Biocapacity,1286657.54,558618.09,243928.95,69965.33,935009.86
Albania,1979,Biocapacity,1331265.94,562320.22,244343.49,73923.52,934344.77
Albania,1980,Biocapacity,1239413.66,559224.59,244329.41,69663.73,931592.75
Albania,1981,Biocapacity,1286907.69,555694.03,244798.26,73358.38,937476.03
Albania,1982,Biocapacity,1343511.94,548406.62,243468.62,77663.28,943052.52
Albania,1983,Biocapacity,1540145.27,542481.42,242862.6,90587.67,949687.71
Albania,1984,Biocapacity,1463388.12,538973.35,241292.08,87349.94,954622.48
Albania,1985,Biocapacity,1461586.32,535248.99,240028.27,89203.03,955018.38
Albania,1986,Biocapacity,1473902.01,530652.32,238368.35,92204.57,955132.33
Albania,1987,Biocapacity,1492643.68,529452.32,238098.12,95720.1,958741.38
Albania,1988,Biocapacity,1389900.15,533770.05,237631.95,91293.83,958785.58
Albania,1989,Biocapacity,1495643.32,530821.06,237369.11,100824.56,957455.57
Albania,1990,Biocapacity,1236155.16,543445.61,237819.59,84373,952612.51
Albania,1991,Biocapacity,703185.43,545094.84,237461.54,47805.76,951120.29
Albania,1992,Biocapacity,706042.67,552607.72,239649.62,47809.18,961269.4
Albania,1993,Biocapacity,987838.24,554788.78,239516.18,66623.28,961130.75
Albania,1994,Biocapacity,964650.68,556253.42,239076.02,64797.74,959764.28
Albania,1995,Biocapacity,967871.17,557114.6,238381.56,64751.02,956931.27
Albania,1996,Biocapacity,795570.09,558880.64,238078.72,53007.39,956602.12
Albania,1997,Biocapacity,900827.04,561194.78,238011,59774.75,953365.69
Albania,1998,Biocapacity,971260.33,563761.49,238050.52,64182.96,950716.63
Albania,1999,Biocapacity,829665.73,566421.72,238129.01,54598.94,947153.86
Albania,2000,Biocapacity,897400.07,569569.99,238411.11,58810.29,944498.45
Albania,2001,Biocapacity,841727.85,570099.9,238807.36,60146.26,943478.87
Albania,2002,Biocapacity,844953.46,569735.58,238829.29,65432.98,944669.65
Albania,2003,Biocapacity,783472.49,566737.98,237746.57,65409.93,940849.18
Albania,2004,Biocapacity,849095.91,565373.8,237347.95,76078.22,939597.55
Albania,2005,Biocapacity,832666.77,562316.58,236237.46,79749.85,938179.62
Albania,2006,Biocapacity,834886.32,560840.53,235790.05,85175.34,939869.74
Albania,2007,Biocapacity,818442.55,563894.71,235518.99,83221.39,936593.92
Albania,2008,Biocapacity,968644.43,626283.66,236178.16,97833.17,933679.3
Albania,2009,Biocapacity,1020054.49,654475.04,237256.19,103136.99,928192.67
Albania,2010,Biocapacity,1071179.02,654456.15,236578.49,107705.3,927812.5
Albania,2011,Biocapacity,1056364.73,652435.15,235282.41,106064.17,925183.5
Albania,2012,Biocapacity,1155047.42,656825.38,235141.04,116922.15,920917.73
Albania,2013,Biocapacity,1091888.41,651921.51,235995.9,112032.03,917162.5
Albania,2014,Biocapacity,1142740.27,631604.04,236617.55,114929.16,912743.23
Albania,1961,Footprint of Consumption per capita,0.45,0.48,0,0.01,0.96
Albania,1962,Footprint of Consumption per capita,0.39,0.46,0,0.01,0.92
Albania,1963,Footprint of Consumption per capita,0.37,0.43,0,0.01,0.88
Albania,1964,Footprint of Consumption per capita,0.42,0.42,0,0.01,0.89
Albania,1965,Footprint of Consumption per capita,0.4,0.4,0,0.01,0.94
Albania,1966,Footprint of Consumption per capita,0.43,0.39,0,0.01,0.95
Albania,1967,Footprint of Consumption per capita,0.43,0.38,0,0.01,0.9
Albania,1968,Footprint of Consumption per capita,0.43,0.36,0,0.01,1.04
Albania,1969,Footprint of Consumption per capita,0.44,0.35,0,0.02,1.17
Albania,1970,Footprint of Consumption per capita,0.45,0.34,0,0.02,1.25
Albania,1971,Footprint of Consumption per capita,0.44,0.31,0,0.02,1.3
Albania,1972,Footprint of Consumption per capita,0.46,0.3,0,0.02,1.36
Albania,1973,Footprint of Consumption per capita,0.48,0.28,0,0.02,1.24
Albania,1974,Footprint of Consumption per capita,0.47,0.25,0,0.02,1.23
Albania,1975,Footprint of Consumption per capita,0.47,0.22,0,0.02,1.23
Albania,1976,Footprint of Consumption per capita,0.55,0.21,0,0.02,1.29
Albania,1977,Footprint of Consumption per capita,0.55,0.22,0,0.02,1.32
Albania,1978,Footprint of Consumption per capita,0.53,0.22,0,0.02,1.38
Albania,1979,Footprint of Consumption per capita,0.54,0.22,0,0.02,1.51
